glyph	-
gnatcatcher	-
go-between	+
go-cart	-
goa	-
goad	-
goal	-
goalie	+
goalkeeper	+
goaltender	+
goatherd	-
gob	-
godchild	+
godfather	+
godmother	+
godparent	+
godson	+
gold	-
golf	-
golfer	-
goliath	-
gonadotropin	-
gondolier	-
goodbye	-
goodman	-
goods	-
gook	-
goosebump	-
gorgon	-
gorse	-
gospel	-
gossip	-
goulash	-
governess	+
government	0
governor	+
gown	-
gp	-
grackle	-
grade	-
grader	0
graduate	0
graf	-
grain	-
gram	-
grammarian	-
grampus	-
gran	+
grandchild	+
granddaddy	+
granddaughter	+
grandeur	-
grandfather	+
grandma	+
grandmaster	0
grandmother	+
grandniece	+
grandpa	+
grandparent	+
grandson	+
grannie	+
grant	-
grantee	+
grappa	-
grass	-
gratification	-
grave	-
great	-
great-aunt	+
great-uncle	+
green	-
grenade	-
grid	-
grip	-
grits	-
groom	+
grotesqueness	-
grotesquerie	-
grouch	-
ground	-
groundball	-
grounds	0
group	-
groupie	+
grownup	-
growth	-
grumble	-
grumbler	-
grunt	-
gsa	-
guarantee	-
guarantor	+
guard	0
guardian	+
guardsman	+
guerilla	-
guerrilla	-
guest	+
guestworker	-
guff	-
guide	+
guidebook	-
guideline	0
guilder	-
guitarist	+
gulf	-
gumption	-
gun	-
gunfire	-
gunman	-
gunner	-
gunny	-
gunpoint	-
gunpowder	-
gur	-
guru	0
guy	-
guzzler	-
gymnast	-
gynecologist	-
habit	-
hacker	-
haemophiliac	-
haft	-
haggard	-
haggle	-
hair	-
hairdresser	-
haitian	-
hale	-
half	+
half-and-half	-
half-brother	+
half-hour	-
half-sister	+
halfback	+
halftime	-
hall	-
hallucinogen	-
halt	-
hand	-
handbook	-
handful	-
handiwork	-
handler	+
handling	-
handrail	-
handsomeness	-
handyman	-
hangar	-
hangnail	-
hangover	-
hansom	-
haplotype	-
hara-kiri	-
harangue	-
harassment	-
hardball	-
hardliner	+
hardship	-
hardwood	-
harm	-
harmonic	-
harmonizer	-
harpsichordist	0
harvest	-
harvesting	-
has-been	-
hashimoto	-
hashish	-
hat	-
hatchback	-
hater	+
haunt	-
havoc	-
hawker	-
hawking	-
haymaker	-
hdl	-
hdtv	-
head	+
heading	0
headline	-
headman	+
headmaster	+
headmistress	+
headphone	-
headquarters	+
headsman	0
headwater	-
healer	0
health	-
hearing	-
heart	0
heartbreaker	+
heartthrob	-
heat	-
heavyweight	-
heckling	-
hectare	-
hedgehog	-
hedging	-
heel	0
heifer	-
height	-
heir	+
heiress	+
helicopter	-
hell	-
hellman	-
helm	-
help	-
helper	+
helplessness	-
hematologist	-
hematology	-
hemophiliac	-
hen	-
henchman	+
herder	+
hero	-
heroin	-
heroine	+
herpes	-
herring	-
hiccup	-
hide	-
hierarchy	-
hieroglyphic	-
high	-
highflyer	-
highlight	-
highness	0
highway	-
hijacker	+
hike	-
hiker	-
hill	-
hindrance	-
hindu	-
hip	-
hippie	-
hirer	+
historian	0
history	-
hit	-
hitchhiker	-
hitman	0
hitter	+
hiv	-
hoax	-
hobby	-
hockey	-
hoe	-
hold	-
holder	-
holding	-
holdover	-
hole	-
holiday	-
holidaymaker	-
hollandaise	-
holly	-
home	-
homebody	-
homeboy	+
homebuilder	-
homeland	+
homemaker	-
homeowner	+
homer	-
homeroom	-
homesickness	-
hometown	0
homework	-
homo	-
honcho	+
honduran	0
honey	-
honeybee	-
honeymooner	-
honk	-
honker	-
honor	-
honoree	+
hook	-
hooke	-
hooker	-
hooligan	-
hoopla	-
hope	-
hopeful	-
hornbill	-
horror	-
horse	-
horseman	-
horsemanship	-
horsemeat	-
hospital	-
host	+
hostage	+
hostess	0
hostility	-
hotel	-
hotelier	0
hotspot	-
hour	-
house	-
housecleaning	-
houseguest	+
household	-
householder	0
househusband	0
housekeeper	0
housekeeping	-
housemaid	+
houseplant	-
housewife	-
housework	-
housing	-
hubby	+
hubcap	-
huckster	-
hugging	-
human	-
humanities	-
humanity	-
humanization	-
humbleness	-
humility	-
hummus	-
humor	-
humorist	-
hun	-
hunch	-
hunchback	-
hundred	-
hundredweight	-
hunger	-
hunk	-
hunt	-
hunting	-
hurdler	-
hurler	+
hurricane	-
hus	-
husband	+
hustler	-
hydra	-
hydroxyl	-
hyperglycemia	-
hypericum	-
hypertension	-
hypnotist	-
hysteric	-
ibis	-
ibuprofen	-
icao	-
ice	-
icebreaker	-
idea	-
ideal	-
identifier	+
identity	+
ideologist	-
ideologue	+
idiom	-
idol	+
idolatry	-
ignition	-
illness	-
illusion	-
illusionist	-
image	-
imam	+
imitator	+
immigrant	+
immigration	-
immunodeficiency	-
immunologist	-
immunosuppressant	-
impact	-
impasse	-
impeachment	-
imperialist	-
impersonator	+
impinging	-
implementation	0
implication	+
import	-
importance	-
importer	0
impostor	+
impresario	-
impression	-
improvement	-
imputation	-
in-law	+
inaccuracy	-
incarnation	0
incentive	+
inception	-
inch	-
incident	-
incitement	0
inciter	+
income	-
incompetency	-
inconvenience	-
incorporation	-
increase	-
incumbent	+
indebtedness	-
indecisiveness	-
independence	-
independent	-
index	-
indication	-
indicator	-
indictment	-
indigene	-
indirection	-
individual	-
individualist	-
indonesian	-
inducement	-
inductee	+
industrialist	-
industriousness	-
industry	-
ineffectiveness	-
ineligibility	-
ineptitude	-
infant	-
infantryman	-
infection	-
inferiority	-
inferno	-
infielder	0
infiltrator	+
inflation	-
influence	-
infomercial	-
informant	+
information	-
informer	+
infrastructure	-
infrequency	-
ingenue	-
ingredient	0
inhabitant	+
inhalant	-
inheritor	+
inhibition	-
initiation	-
initiative	-
injury	-
ink	-
inmate	-
inn	-
innards	0
inning	-
innkeeper	-
innovativeness	-
inoculation	0
inquirer	+
inquiry	-
inquisitor	-
insert	+
insider	+
insignia	+
inspection	-
inspector	+
instability	-
installation	0
instalment	0
instance	-
instep	-
instigator	0
institute	-
institution	-
instruction	-
instructor	+
instrument	-
insulator	-
insulin	-
insurance	-
insurer	0
insurgency	-
insurgent	0
integration	-
integrity	-
intellectual	-
intelligence	-
intelligentsia	-
intent	-
intention	-
interaction	-
interception	-
interest	-
interior	+
interlocutor	+
intermediary	+
intern	+
internationalist	-
internee	0
internet	-
internist	-
internship	-
interpreter	+
interrelationship	-
interrogator	+
interval	0
intervention	-
interview	-
interviewee	+
interviewer	+
introduction	-
intruder	+
intrusion	-
inundation	-
invader	+
invalid	-
invasion	-
inventor	+
inventory	-
investigation	-
investigator	0
investing	-
investment	-
investor	0
invitation	-
invitee	+
involvement	-
iq	0
iron	-
ironman	-
irreverence	-
ischaemia	-
island	-
islander	-
ism	-
isolationism	-
issue	-
item	-
iww	-
jackboot	-
jacket	-
jackhammer	-
jackpot	-
jade	-
jail	-
jailbird	-
jailer	0
jalapeno	-
janitor	-
japanese	-
jasmine	-
jaunt	-
jazz	-
jealousy	-
jeep	-
jeering	-
jehad	-
jelly	-
jellyroll	-
jet	-
jeweler	-
jeweller	-
jewelry	-
ji	-
jillion	-
jink	-
jinks	-
jinx	-
jnr	-
job	-
jock	-
jockey	-
jogger	-
jointer	-
joke	-
joker	-
jokester	-
journal	-
journalist	0
journey	-
journeyman	-
joust	-
joyride	-
jubilation	-
judge	0
judgment	-
judiciary	0
juice	-
jumble	-
jump	-
jumper	-
junction	-
junior	+
junk	-
junkie	-
jurist	-
juror	+
jury	0
justice	-
kaiser	+
kameez	-
kampuchea	-
kava	-
kb	-
keeper	+
kennel	-
kent	-
keratin	-
ketchup	-
key	0
keypad	-
kick	-
kickback	-
kicker	0
kid	0
kidd	-
kidnapper	0
kidnapping	-
killer	+
killing	-
kilobit	-
kilogram	-
kiloliter	-
kilometer	-
kilometre	-
kin	+
kind	-
kindergartener	-
kindling	-
kindred	+
king	+
kingdom	+
kingmaker	-
kingpin	+
kink	-
kinship	-
kiss	-
kit	-
kitchen	-
kitsch	-
km	-
km/h	-
knee	-
kneel	-
kneepad	-
knife	-
knight	-
knock	-
knocker	-
knothole	-
know-it-all	-
knowledge	-
koan	-
kobo	-
kook	-
kopeck	-
korea	-
kosher	-
kph	-
kraft	-
krill	-
kudzu	-
kurd	-
kuru	-
kyrgyzstan	-
lab	-
label	-
labeling	-
labelling	-
labor	-
laboratory	-
labour	-
labourer	-
lacewing	-
lack	-
lad	-
ladder	-
lady	-
lair	-
lake	-
lambskin	-
lamp	-
lamprey	-
lance	-
land	-
landing	-
landlady	+
landlord	+
landmark	-
landowner	0
landscape	-
landslide	-
language	-
lanolin	-
lap	-
laparoscope	-
lard	-
larder	-
larus	-
lasix	-
last	+
lather	-
latte	-
laugh	-
launch	-
launcher	0
launching	-
launchpad	-
laundering	-
laundry	-
laureate	+
lava	-
law	-
lawmaker	-
lawman	-
lawsuit	0
lawyer	-
layer	-
layman	-
layoff	-
layup	-
lea	-
lead	0
leader	+
leadership	-
league	-
leak	-
leaning	-
learner	0
leather	-
leaven	-
leaving	-
lecher	-
lector	0
lecturer	0
leek	-
left	+
left-hander	-
left-winger	-
lefthander	-
leftist	-
lefty	-
leg	0
legacy	+
legend	-
legionnaire	-
legislation	-
legislator	0
legislature	-
legitimation	-
leitmotif	-
lemma	-
lemur	-
lender	+
lending	-
length	-
lenience	-
lesbian	-
lesbianism	-
lesson	-
letter	-
level	-
leviathan	-
lf	-
liability	+
liaison	-
liberal	-
liberator	+
libertarian	-
liberty	-
libido	-
librarian	-
library	-
librettist	-
license	-
licensee	+
lichen	-
lichtenstein	-
lie	-
lieutenant	0
life	-
lifeguard	0
lifespan	+
lifestyle	-
lifetime	-
lift	-
lifter	0
ligand	-
light	-
likeliness	-
lilt	-
limit	+
linage	-
linchpin	+
line	-
line-up	0
linebacker	+
lineman	+
linemate	+
linesman	-
lineup	-
lingerie	-
linguist	-
link	-
linseed	-
lion	-
lip	0
liposome	-
liquidator	-
liriope	-
list	-
listener	+
listing	-
listlessness	-
lit	-
litchi	-
literati	+
litigant	+
litigator	0
liturgy	-
liveliness	-
livery	-
living	-
loader	0
loan	-
lobby	+
lobbyist	0
lobster	-
local	+
location	-
locker	-
locksmith	-
lodge	-
log	-
logger	-
loincloth	-
londoner	-
longevity	-
longueur	-
look	-
look-alike	+
loop	-
looper	-
loosestrife	-
looter	-
lopper	-
lord	+
lore	0
loser	0
loss	-
lot	-
loupe	-
love	-
lover	+
low	-
loyalist	+
luau	-
lubrication	-
luck	-
luger	-
lumbering	-
luminary	+
lunch	-
lung	-
lunkhead	-
lurch	-
lutein	-
luxury	-
lynchpin	+
lyricist	0
lysin	-
m	-
ma	+
macaque	-
machine	-
machinist	-
mackerel	-
macrophage	-
madam	-
madcap	-
madonna	-
maestro	0
magazine	-
magic	-
magician	-
magistracy	-
magistrate	0
maglev	-
magnate	-
magnifier	-
magus	-
maid	0
maiden	-
mail	-
mailer	0
mainland	-
mainstay	0
mainstream	-
maintenance	-
major	0
majority	0
maker	+
makeup	-
malachite	-
malady	-
malathion	-
malay	-
malcontent	-
male	-
malfeasance	+
mall	-
mallard	-
malleability	-
mama	+
mamba	-
mamma	+
mammography	-
man	-
management	-
manager	+
mandate	-
manicure	-
manifold	-
mankind	-
mannequin	-
manner	-
mannerism	-
manners	-
manor	+
manpad	-
manpower	-
manual	-
manufacturer	0
manufacturing	-
manuscript	-
manzanita	-
map	0
mapper	-
marathoner	-
marauder	-
marble	-
march	-
marcher	-
marchioness	+
margarita	-
margin	+
marigold	-
marijuana	-
marinade	-
marinara	-
marine	-
mariner	-
marionette	-
mark	-
market	-
marketing	-
marksman	-
marlin	-
marmoset	-
marquess	+
marriage	-
marshal	+
marshall	+
martinet	+
martyr	+
mary	-
mascot	+
maser	-
mask	-
mason	-
mass	-
massacre	-
masseur	0
masseuse	0
master	+
mastermind	0
mastery	-
matador	-
match	-
matchmaker	+
mate	+
mater	+
material	-
mathematician	-
matriarch	+
matron	0
matter	-
matzo	-
maven	+
max	0
maxi	-
maximum	+
maxwell	-
mayor	+
mc	-
md	-
meal	-
meaning	-
means	-
measure	-
measurement	-
meat	-
mechanic	-
mechanism	-
mechanization	-
medal	-
medalist	0
medallist	-
median	+
mediator	+
medic	-
medical	-
medication	-
medicine	-
medium	-
meeting	-
megabyte	-
megahit	-
melee	-
member	+
membership	-
memo	-
memorabilia	0
memorial	+
memorization	-
memory	-
men	-
menopause	-
menorah	-
mention	-
mentor	+
merchandising	-
merchant	-
merger	-
meritocracy	-
merrymaker	-
mess	-
message	-
messaging	-
messenger	+
metabolite	-
metal	-
metalhead	-
metalwork	-
metalworker	-
meteorologist	-
meter	-
methamphetamine	-
methicillin	-
method	-
methotrexate	-
metropolitan	-
mettle	-
mezzo-soprano	-
microbiologist	-
microgram	-
midday	-
middle	+
middleman	+
midfielder	+
midnight	-
midsection	+
midshipman	-
midst	+
midstream	-
midway	-
midwife	0
migrant	0
mike	-
milage	-
mile	-
militant	-
militarist	-
military	-
militia	0
militiaman	-
milk	-
milligram	-
million	-
millionaire	-
min	-
minaret	-
mind	-
minder	+
mine	-
miner	-
mini-review	-
minicar	-
minimum	-
mining	-
minion	+
minister	+
ministry	-
mink	-
minnow	-
minor	-
minority	0
minus	-
minute	-
minx	-
mire	-
misbehavior	-
miscegenation	-
miscreant	-
miscue	-
misdeed	-
misery	-
misplay	-
misrepresentation	-
missile	-
mission	-
missionary	0
misspelling	-
missus	+
mistake	-
mistress	+
mitigation	-
mix	0
mix-up	-
mixer	-
mixture	-
mm	-
mob	-
mobster	-
mode	-
model	0
modeling	-
moderate	-
moderator	+
modernism	-
mogul	+
molasses	-
moldova	-
molotov	-
mom	+
moment	-
momentum	-
momma	+
mommy	+
monarch	+
monarchist	-
monarchy	0
monasticism	-
money	-
moneybag	-
monger	-
monitor	-
monitoring	-
monk	-
monocle	-
monogamy	-
monolith	-
monopoly	-
monstrosity	-
montanan	-
month	-
mood	-
moodiness	-
moody	-
moonshine	-
moralism	-
moralizing	-
morass	-
morel	-
mormon	-
morning	-
mortality	-
mortgage	-
mortician	-
moshav	-
mosque	-
mosquito	-
motel	-
mother	+
mother-in-law	+
motif	-
motion	-
motive	-
motor	-
motorcoach	-
motorcyclist	-
motorist	-
motormouth	-
mound	-
mountain	-
mountaineer	-
mourner	+
mourning	-
mousse	-
mouth	0
mouthpiece	+
move	-
movement	-
mover	+
movie	-
moviegoer	0
mp	-
mph	-
muezzin	0
mufti	-
mug	-
mujahadeen	-
mulla	-
mullah	-
multiculturalism	-
multimedia	-
mum	+
mumbling	-
mummy	-
mumps	-
municipality	-
muralist	-
murder	-
murderess	0
muscle	-
muscovite	-
musculature	0
museum	-
music	-
musician	-
musicianship	-
musicologist	-
musketeer	-
muskmelon	-
mussel	-
mutation	-
mutineer	+
mvp	+
myanmar	-
myasthenia	-
mycobacterium	-
myna	-
myocarditis	-
myoglobin	-
myriad	-
mystery	-
mystification	-
nafta	-
nag	-
naga	-
naif	-
name	+
namesake	+
naming	-
nan	-
napoleon	-
narcissism	-
narration	-
narrator	+
narrowness	-
nation	-
national	-
nationalisation	-
nationalist	-
native	+
nato	-
naturalist	-
nature	-
navajo	-
navigation	-
navigator	0
navy	-
naysayer	-
nazi	-
nazism	-
nec	-
neck	0
necktie	-
nectar	-
need	-
needlefish	-
negative	-
negligee	-
negotiation	-
negotiator	+
negro	-
neighbor	+
neighborhood	0
neighbour	+
nemesis	+
neoclassicism	-
neocon	-
neoconservative	-
neon	-
nepa	-
nephew	+
nerve	-
nervousness	-
net	-
netminder	-
nettle	-
network	-
neurologist	0
neuron	-
neuropathy	-
neuroscientist	-
neurosurgeon	-
neurosurgery	-
neutrophil	-
newborn	-
newcomer	+
newlywed	-
news	-
newsagent	0
newscaster	0
newsletter	-
newsman	-
newspaper	-
newspaperman	-
newswoman	0
ni	-
nicaraguan	-
niece	+
night	-
nightclub	-
nightie	-
nightmare	-
nightshade	-
nimby	-
ninety	-
nirvana	-
nitty-gritty	-
nmr	-
no-show	-
no.	0
noah	-
nobody	-
noc	-
noise	-
nomad	-
nomination	0
nominee	+
non-issue	-
nonchalance	-
noncitizen	-
noncombatant	-
none	+
nonintervention	-
nonmember	+
nonpayment	-
noon	-
norm	-
north	+
northeast	+
northerner	+
nose	-
nostril	-
notable	-
notch	-
note	-
nothing	-
notice	-
notion	-
novel	-
novelist	-
nrc	-
nsaid	-
nucleus	-
nuisance	-
number	-
numbering	-
nun	-
nuncio	+
nurse	0
nutria	-
nymphet	-
o'keeffe	-
oar	-
oarsman	0
oath	+
obit	-
object	-
objectification	-
objection	-
objective	0
obligation	-
oblivion	-
obscenity	-
observation	-
observer	+
obsessiveness	-
obstacle	-
obstetrician	-
obstinance	-
obstruction	+
obviousness	-
occasion	-
occupant	+
occupation	-
occupier	+
ocean	-
octogenarian	-
oculus	-
odds	-
oddsmaker	-
offense	-
offensive	-
offer	-
offering	-
office	-
officeholder	-
officer	+
official	+
offseason	-
offshoot	+
offspring	+
ogler	-
oil	-
oilman	-
oilwell	-
old-timer	-
oldtimer	-
oligarch	+
olive	-
olympian	-
ombudsman	-
omen	0
omeprazole	-
oncologist	-
one	0
one-and-one	-
one-hitter	-
one-quarter	-
one-sixteenth	-
one-third	-
one-thousandth	0
onlooker	+
opener	0
opening	0
opera	-
operation	-
operative	0
operator	-
operetta	-
ophthalmologist	-
ophthalmology	-
opinion	-
opossum	-
opponent	+
opportunist	-
opportunity	-
opposite	+
opposition	0
oppressor	+
optimism	-
optimist	-
option	-
optometrist	-
opulence	-
orator	-
orchestration	-
orchid	-
order	-
organ	-
organisation	-
organiser	+
organist	-
organization	-
organizer	+
orientation	-
origin	+
originality	-
originator	+
ornithologist	-
orthodontist	-
orthodoxy	-
orthopedist	-
oscar	0
oscillation	-
osmium	-
ouija	-
ounce	-
ouster	-
ousting	-
outbreak	-
outbuilding	0
outcast	+
outcome	-
outdoors	-
outfielder	0
outfit	-
outgo	-
outgrowth	-
outlay	-
outlet	-
outlier	-
outline	+
outlook	-
output	-
outrageousness	-
outsider	+
outskirts	+
oven	-
over	-
overabundance	-
overachiever	-
overhead	-
overheating	-
overlay	-
overpass	-
overpopulation	-
overrun	-
overseer	+
oversight	-
oversupply	-
overtime	-
owner	+
ownership	-
ox	-
oxalate	-
oxcart	-
ozone	-
p	-
pa	+
pablum	-
pace	-
pacemaker	-
pacer	-
pack	-
package	-
packaging	-
packer	-
packet	-
packing	-
pact	-
pad	-
paddler	-
page	0
pager	0
paging	-
pain	-
paint	-
painter	-
painting	0
pair	-
paisa	-
pal	+
palace	0
palatability	-
pale	-
paleontologist	-
pall	-
palladium	-
pallet	-
palm	-
pan	-
panacea	+
pane	-
panel	-
paneling	-
panelist	+
panhandle	0
panhandler	-
panic	-
pansy	-
pant	-
panther	-
panzer	-
pap	-
papa	+
paper	-
paperboard	-
papers	-
pappa	+
par	-
parachuter	-
parachutist	-
parade	-
paragon	+
paragraph	-
paraguay	-
parakeet	-
paralegal	-
parallax	+
parallel	-
paramedic	-
paramour	+
parang	-
paranoid	-
paraphernalia	-
paraplegic	-
paratrooper	-
pardner	+
parent	+
parenthesis	-
parfait	-
parimutuel	-
parish	-
parishioner	+
park	-
parking	-
parliament	0
parliamentarian	-
parodist	0
parody	+
parr	-
parsing	-
part	-
part-owner	+
part-timer	-
participant	+
participation	-
partisan	+
partisanship	-
partner	+
partnership	-
party	-
partygoer	0
pashtun	-
pass	-
passage	0
passenger	+
passer	-
passer-by	+
passerby	+
passion	-
passive	-
passport	-
past	-
pastor	0
patching	-
patent	0
paterfamilias	+
path	-
pathogen	-
pathologist	-
patient	+
patriarch	+
patriarchate	+
patrician	0
patrimony	+
patriot	0
patriotism	-
patrol	-
patrolman	-
patron	+
patroness	+
pattern	-
pavilion	-
pay	-
payment	-
payroll	-
pc	-
pct	-
pe	-
peace	-
peacekeeper	+
peacekeeping	-
peacock	-
peak	+
pearl	-
peat	-
pediatrician	0
pediatrics	-
pedigree	+
peep	-
peephole	-
peer	+
pelting	-
pelvis	-
penalty	-
penchant	-
pencil	-
pendulum	-
peninsula	+
penis	-
penny	-
pension	0
pentathlon	-
penury	-
people	-
pepper	-
pepsi	-
perambulation	-
percent	-
percentage	-
perception	-
percussionist	0
perfomer	0
performance	-
performer	0
peril	-
period	-
perjury	-
permanency	-
permission	-
permit	0
peroxide	-
perpetrator	+
perquisite	+
persecutor	0
perseverance	-
pershing	-
person	-
personality	-
personhood	-
personification	-
personnel	+
perspective	0
pervasiveness	-
pesantren	-
peso	-
pest	-
pesticide	-
pet	+
petal	0
peter	-
petition	-
petitioner	0
pflp-gc	-
phalarope	-
phantasmagoria	-
pharaoh	+
pharmacist	0
phase	-
phd	-
phenomenon	-
phi	-
phial	-
philanthropist	-
philatelist	-
philip	-
philosopher	-
philosophy	-
phone	-
photo	-
photoelectron	-
photograph	0
photographer	-
photojournalist	-
photolithography	-
phrase	-
physician	0
physicist	0
physiologist	-
physiology	-
physiotherapist	-
pianist	0
pick	-
picking	-
pickings	-
pickup	-
pictograph	-
pictorial	-
picture	-
piece	0
pied-a-terre	-
pigeon	-
piggery	-
pigtail	-
pile	-
pilgrim	-
piling	-
pill	-
pilot	0
pilotage	-
pimiento	-
pine	-
pinger	-
pink	-
pinkness	-
pint	-
pioneer	+
pipe	-
pipeline	-
piper	0
piranha	-
pistol	-
pit	-
pitch	-
pitcher	+
pitchfork	-
pitchwoman	0
pizza	-
place	-
placenta	-
plague	-
plaintiff	+
plan	-
plane	-
planet	-
plank	-
planner	-
planning	-
plant	-
plasma	-
plastic	-
plasticine	-
plate	-
platform	-
play	-
playboy	-
player	+
playhouse	-
playing	-
playmaker	-
playmate	+
playoff	-
playpen	-
playwright	0
plea	-
plebiscite	-
pledge	-
plenipotentiary	-
plenty	-
plethora	-
plexiglass	-
plod	-
plot	-
plowing	-
plumber	-
plummet	-
plural	-
po	-
poacher	0
pocket	-
podiatry	-
poem	-
poet	-
poinsettia	-
point	-
pointer	-
pointlessness	-
poker	-
pokey	-
pol	-
pole	-
polemic	-
police	-
policeman	-
policewoman	-
policy	-
policyholder	-
politician	-
politics	-
poll	-
pollard	-
pollster	-
polluter	-
pollution	-
polonaise	-
polychrome	-
polygamist	-
polymath	-
polyphony	-
polytheist	-
pontiff	0
poof	-
pool	-
pop	-
pope	+
popularity	-
popularization	-
population	0
populist	-
porridge	-
port	-
portent	-
porterhouse	-
portfolio	+
portion	-
portrait	0
portrayal	+
portrayer	+
portuguese	-
position	-
positivity	-
possession	-
possessor	+
possibility	-
post	-
post-presidency	-
poster	-
postman	-
postmaster	-
postmistress	0
posture	-
pot	-
potato	-
potbelly	-
potential	-
pothole	-
potter	-
poultry	-
pound	-
poussin	-
poverty	-
powder	-
power	-
powerbroker	-
ppp	-
practicability	-
practice	-
practitioner	0
pragmatist	-
praise	-
prankster	-
prayer	-
pre-emption	-
preacher	0
preamble	+
precariousness	-
precipitate	-
predecessor	+
prediction	-
predisposition	-
prefect	+
preference	-
pregnancy	-
prejudgment	0
prelate	-
prelim	+
premier	+
premium	-
preoccupation	-
preparation	-
preschooler	-
prescription	-
presence	-
presentation	-
presenter	0
presidency	-
president	+
press	-
pressure	-
pretend	-
pretender	+
prevention	-
preview	-
price	0
prick	-
pride	-
priest	-
primate	-
primitive	-
primo	0
prince	+
princess	+
principal	+
principality	0
principle	-
print	-
priority	+
prison	-
prisoner	-
privacy	-
private	0
privation	-
privatization	-
prize	+
pro	0
probe	-
problem	-
proboscis	-
procedure	-
proceedings	+
process	-
processing	-
processor	-
proclivity	-
proconsul	-
proctor	+
prodding	-
prodigy	-
producer	+
product	0
production	-
professional	-
professionalization	-
professor	0
profile	+
profit	-
profiteer	0
profligate	-
progeny	+
prognosticator	-
program	0
programme	-
programming	-
progress	-
progressivity	-
prohibitionist	-
project	-
prologue	-
promise	-
promoter	+
promotion	-
prompting	-
prong	+
proof	-
propagation	-
propensity	-
property	-
prophet	-
proponent	+
proportion	-
proposal	-
proprietor	+
prorogation	-
proscenium	-
prosecution	-
prosecutor	+
prospect	+
prospector	-
prosperity	-
prostate	-
prosthesis	-
prostitute	-
prostitution	-
protagonist	+
protection	-
protector	+
protege	+
protegee	+
protein	-
protest	-
protestation	-
protester	+
provider	+
province	+
provision	-
provocateur	-
provost	+
psa	-
psyche	-
psychiatrist	0
psychologist	-
psychosis	-
psychotherapist	0
pto	-
ptsd	-
pu	-
public	-
public-relation	-
publication	-
publicist	0
publicity	-
publisher	0
puddle	-
puff	-
pulchritude	-
pull-up	-
pulley	-
pullman	-
punch-up	-
pundit	-
punishment	-
punter	+
purchase	-
purchaser	0
purine	-
purist	-
puritanism	-
purple	-
purpose	-
purser	-
pursuance	-
pursuer	+
pursuit	-
purveyor	0
push	-
pushiness	-
pushover	-
puss	-
pussy	-
pustule	-
putin	-
putt	-
putter	-
quackery	-
quad	-
quadriplegic	-
quadruplet	+
quail	-
quake	-
qualifier	0
quality	0
quandary	-
quandry	-
quantum	-
quarantine	-
quarter	0
quarter-century	-
quarterback	+
quarterdeck	-
quarterfinal	-
quartermaster	0
queen	+
query	-
quest	-
question	-
questioner	+
questionnaire	-
quibble	-
quickie	-
quiescence	-
quint	-
quintuplet	0
quota	-
quotient	0
r	-
ra	-
rabbi	0
raccoon	-
race	-
racing	-
racist	-
racketeering	-
raconteur	-
radar	-
radicchio	-
radio	-
radiologist	-
raid	0
raider	0
rail	-
railroad	-
railway	-
rain	-
raincoat	-
rainwater	-
raiser	+
raising	-
rajah	+
rally	-
rand	-
range	-
ranger	-
rank	-
ranking	-
ranting	-
rape	-
rapist	+
rapper	-
rapport	-
rapporteur	0
ratatouille	-
ratchet	-
rate	-
rating	-
ratio	-
raver	-
razzle-dazzle	-
rb	-
re-upping	-
reach	-
reaction	-
reactor	-
reader	0
readiness	-
reading	-
readout	-
reality	-
reason	-
reasonableness	-
rebate	-
rebel	0
rebellion	-
rebound	-
receiver	+
reception	-
receptionist	-
recession	-
recipe	-
recklessness	-
reckoning	-
reclassification	-
recliner	-
recognition	-
recommendation	-
reconciliation	-
reconstruction	-
record	-
record-breaker	+
record-holder	+
recorder	-
recording	-
recovery	-
recruit	+
recruiter	0
rectangle	-
rector	+
recycling	-
red	-
redeemer	-
redskin	-
reduction	-
redwood	-
reevaluation	-
reexamination	-
referee	-
reference	0
referendum	-
referral	-
refiner	-
refinery	-
reflectivity	-
reflex	-
reform	-
refreshment	-
refugee	+
refusal	-
refuse	-
regard	-
regent	+
regime	-
regiment	-
region	0
registrar	0
registration	-
regular	-
regularization	-
regulation	-
regulator	0
rehearing	+
reincarnation	-
reindeer	-
relation	-
relationship	-
relative	+
release	-
relegation	-
relevance	-
relief	-
reliever	+
religion	-
reliquary	-
reluctance	-
remainder	+
remains	+
remake	0
remand	-
remark	-
remedy	-
reminder	-
remnant	+
remoteness	-
removal	-
rendering	-
renter	+
rep	+
repair	-
repairman	-
reparation	-
repayment	-
repeat	-
repellant	0
repertoire	+
replacement	+
replica	+
report	-
reporter	0
repository	-
representative	+
reprinting	-
republic	-
republican	-
repulsiveness	-
reputation	+
request	+
requester	0
requirement	-
rescue	-
rescuer	+
research	-
researcher	0
reservation	0
reserve	-
reservist	-
residence	-
resident	+
resignation	-
resin	-
resistance	+
resister	0
resolution	+
resolve	-
resonance	-
resort	-
resource	-
respect	-
respecter	+
respondent	+
responder	+
response	+
responsibility	-
rest	-
restaurant	-
restaurateur	+
restriction	-
restroom	-
result	+
resumption	-
resurrection	-
retailer	-
retaliation	-
retention	-
retinol	-
retirement	-
retriever	0
return	-
rev	-
reveler	-
revenge	-
revenue	-
reverence	-
reverend	0
reveue	-
review	+
reviewer	+
revision	0
revisionist	-
revivalist	-
revolution	-
reward	+
rewording	-
rex	+
rhetoric	-
rheumatologist	-
riband	-
rice	-
richness	-
rickets	-
rickrack	-
ride	-
rider	+
riff	-
rifle	-
right	-
